Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Price,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Gift card,SEO title,SEO description
HOLY MOLY 单色补充包,holy-moly-single-refill,"手工党囤货首选！量贩装大容量包装，单价更划算，优质拼豆品质统一，适合高频创作、工作室使用，随心造不心疼。The Go-To Choice for Craft Lovers! Bulk-pack, large-capacity beads offer better value per piece with consistent high-quality beads. Perfect for frequent crafting, studio use, or stocking up, so you can create freely without worry.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Refill,"refill,single color,bulk",TRUE,active,HM-SINGLE-001,,Color,Black,,17.92,,17.92,TRUE,,shopify,80,DENY,500,g,TRUE,manual,,,,FALSE,HOLY MOLY 单色补充包 | Holy Moly Beads,HOLY MOLY 单色补充包 量贩装大容量 囤货首选
HOLY MOLY 单色补充包,holy-moly-single-refill,,,,,,,,HM-SINGLE-002,,Color,White,,17.92,,17.92,,,shopify,80,DENY,500,g,TRUE,manual,,,,FALSE,,
HOLY MOLY 单色补充包,holy-moly-single-refill,,,,,,,,HM-SINGLE-003,,Color,Red,,17.92,,17.92,,,shopify,80,DENY,500,g,TRUE,manual,,,,FALSE,,
HOLY MOLY 单色补充包,holy-moly-single-refill,,,,,,,,HM-SINGLE-004,,Color,Blue,,17.92,,17.92,,,shopify,80,DENY,500,g,TRUE,manual,,,,FALSE,,
HOLY MOLY 黑白色系常用色大包,holy-moly-bw-pack,"使用率超高的黑白色系专属大包，基础配色永不嫌多，大容量满足频繁使用需求，轮廓、细节创作必备，耐用又实用。High-Use Black & White Bead Pack! Essential basic colors that you can never have too much of. This large-capacity pack meets the needs of frequent use, perfect for outlines and detailed creations, offering durability and practicality.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Refill,"refill,black white,basic",TRUE,active,HM-BW-001,,,,,,10.97,,10.97,TRUE,,shopify,60,DENY,400,g,TRUE,manual,,,,FALSE,HOLY MOLY 黑白色系常用色大包 | Holy Moly Beads,HOLY MOLY 黑白色系常用色大包 基础配色 轮廓细节必备
HOLY MOLY 豆针,holy-moly-bead-pen,"拼豆神器！专用辅助针精准取豆、定位、微调，不伤豆不扎手，提升拼接效率与精细度，新手老手都好用。The Ultimate Bead Tool! The dedicated bead pen allows for precise picking, positioning, and fine adjustments without damaging beads or hurting your hands. Boost your assembly efficiency and accuracy, perfect for both beginners and experienced crafters.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,bead pen,accessory",TRUE,active,HM-TOOL-001,,,,,,2.76,,2.76,TRUE,,shopify,200,DENY,50,g,TRUE,manual,,,,FALSE,HOLY MOLY 豆针 | Holy Moly Beads,HOLY MOLY 豆针 拼豆专用辅助针 精准取豆定位
HOLY MOLY 拼豆工具三件套,holy-moly-tool-set-3,"一套搞定取豆、盛豆、收纳，设计贴合手工场景，材质安全耐用，清理与取用更方便，让创作过程整洁有序。All-in-One Bead Set! Designed for picking, scooping, and storing beads, this set fits perfectly into your crafting workflow. Made from safe and durable materials, it's easy to clean and use, keeping your creative process neat and organized.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,set,scoop,spoon,tray",TRUE,active,HM-TOOL-002,,,,,,4.99,,4.99,TRUE,,shopify,150,DENY,150,g,TRUE,manual,,,,FALSE,HOLY MOLY 拼豆工具三件套 | Holy Moly Beads,HOLY MOLY 拼豆工具三件套 豆铲豆勺豆盘
HOLY MOLY 拼豆烘焙布三件套,holy-moly-baking-mats,"专用耐高温熨烫布，保护拼豆不烫化、颜色更鲜亮，大中小尺寸适配不同作品，一套满足所有熨烫需求，安全又省心。Heat-Resistant Bead Ironing Mats! Protect your beads from melting while keeping colors vibrant and bright. Comes in large, medium, and small sizes to suit all types of projects, providing an all-in-one solution for every ironing need. Safe, convenient, and worry-free.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,baking mat,ironing",TRUE,active,HM-TOOL-003,,,,,,4.15,,4.15,TRUE,,shopify,120,DENY,100,g,TRUE,manual,,,,FALSE,HOLY MOLY 拼豆烘焙布三件套 | Holy Moly Beads,HOLY MOLY 拼豆烘焙布三件套 耐高温熨烫布
HOLY MOLY 大号拼板,holy-moly-pegboard-large,"大尺寸创作平台，空间充足，可组合扩展尺寸，精准定位不偏移，适合制作大图案、挂件、摆件等大型作品。Large-Size Bead Creation Platform! Offers ample space and expandable modular design for bigger projects. Ensures precise placement without shifting, perfect for creating large patterns, keychains, ornaments, and other sizable creations.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,pegboard,large",TRUE,active,HM-TOOL-004,,,,,,4.15,,4.15,TRUE,,shopify,100,DENY,200,g,TRUE,manual,,,,FALSE,HOLY MOLY 大号拼板 | Holy Moly Beads,HOLY MOLY 大号拼板 大尺寸拼豆创作平台
HOLY MOLY 小号便携拼板,holy-moly-pegboard-mini,"小巧便携，随身可带，适合小挂件、徽章、钥匙扣等精致作品，精准格纹定位，出门也能随时玩手工。Compact & Portable Bead Board! Easy to carry anywhere, perfect for creating small keychains, badges, charms, and other delicate projects. Features precise grid placement, so you can enjoy crafting on the go anytime.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,pegboard,mini,portable",TRUE,active,HM-TOOL-005,,,,,,1.38,,1.38,TRUE,,shopify,150,DENY,80,g,TRUE,manual,,,,FALSE,HOLY MOLY 小号便携拼板 | Holy Moly Beads,HOLY MOLY 小号便携拼板 便携拼豆板
HOLY MOLY 全能工具箱,holy-moly-toolkit-all,"手工党全套解决方案！收纳盒+全套工具一体配齐，分类收纳不丢失，出门创作、居家手工一套搞定，专业又方便。The Complete Crafting Solution for Bead Lovers! Comes with storage boxes and a full set of tools, keeping everything organized and easy to find. Perfect for crafting at home or on the go, combining professional quality with convenience in one set.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Tool,"tool,kit,complete set",TRUE,active,HM-TOOL-006,,,,,,20.69,,20.69,TRUE,,shopify,40,DENY,800,g,TRUE,manual,,,,FALSE,HOLY MOLY 全能工具箱 | Holy Moly Beads,HOLY MOLY 全能工具箱 全套拼豆工具+收纳盒
HOLY MOLY 纯豆畅玩装120色,holy-moly-pure-120,"纯豆高性价比套装，120色基础全色系+120000颗足量拼豆，无工具更实惠，已有工具玩家直接囤货，快乐创作无负担。High-Value Pure Beads Set! Includes 120 basic full-spectrum colors and 120,000 high-quality beads. Tool-free for a more affordable option, perfect for crafters who already have tools. Enjoy stress-free, joyful creativity without any extra burden.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,DIY Kit,"pure beads,120 colors,no tools",TRUE,active,HM-PURE-120,,,,,,27.64,,27.64,TRUE,,shopify,35,DENY,1000,g,TRUE,manual,,,,FALSE,HOLY MOLY 纯豆畅玩装120色 | Holy Moly Beads,HOLY MOLY 纯豆畅玩装120色 纯豆120色套装
HOLY MOLY 纯豆全色装221色,holy-moly-pure-221,"全色系纯豆顶配，221色完整覆盖，色彩饱满、融合性好，满足所有创作想象，专业玩家必入。Full-Color Premium Pure Beads Set! Features 221 colors for complete coverage, with vibrant hues and excellent fusion quality. Perfect for bringing every creative idea to life, a must-have for professional crafters.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,DIY Kit,"pure beads,221 colors,premium",TRUE,active,HM-PURE-221,,,,,,55.42,,55.42,TRUE,,shopify,25,DENY,1800,g,TRUE,manual,,,,FALSE,HOLY MOLY 纯豆全色装221色 | Holy Moly Beads,HOLY MOLY 纯豆全色装221色 纯豆221色顶配套装
HOLY MOLY 60格分装收纳盒,holy-moly-storage-60,"60个精细化分装，大盒外带防尘，小盒独立分类，颜色一目了然，找色不费力，保持桌面整洁，收纳强迫症福音。60-Piece Bead Organizer Set! The large box features a dust-proof cover, while small boxes allow independent sorting. Colors are easy to see at a glance, making it effortless to find the right bead. Keeps your workspace neat and organized, a true blessing for organization enthusiasts.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Storage,"storage,organizer,60 compartments",TRUE,active,HM-STOR-001,,,,,,15.14,,15.14,TRUE,,shopify,45,DENY,600,g,TRUE,manual,,,,FALSE,HOLY MOLY 60格分装收纳盒 | Holy Moly Beads,HOLY MOLY 60格分装收纳盒 防尘分类
HOLY MOLY 54瓶分装收纳瓶,holy-moly-storage-54,"密封式分装瓶设计，防潮防尘，拼豆长久保存不变质，54瓶大容量分类，搭配外带大盒，便携又安全，手工耗材完美收纳。Sealed Compartment Jars! Designed to be moisture- and dust-proof, keeping your beads fresh and long-lasting. Includes 54 large-capacity jars paired with a portable outer box for safe and convenient storage, the perfect solution for organizing all your crafting supplies.",Holy Moly Beads,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Kits,Storage,"storage,jars,54 bottles,sealed",TRUE,active,HM-STOR-002,,,,,,22.08,,22.08,TRUE,,shopify,35,DENY,800,g,TRUE,manual,,,,FALSE,HOLY MOLY 54瓶分装收纳瓶 | Holy Moly Beads,HOLY MOLY 54瓶分装收纳瓶 防潮防尘
